name,appid_steam_games,genre,tags,positive_rating
Space Trader: Merchant Marine,11240,"Action, Indie, Strategy","FPS, Colony Sim, Shooter, Character Customization, Strategy, 3D, First-Person, Cyberpunk, Dark Humor, Lore-Rich, Base-Building, Choices Matter, Open World, Gun Customization, Action, Assassin, Diplomacy, Economy, Management, Sci-fi",49.4
Spec Ops: The Line,50300,"Action, Adventure","Story Rich, Third-Person Shooter, Action, Psychological, Atmospheric, Singleplayer, War, Third Person, Shooter, Dark, Emotional, Military, Multiplayer, Mature, Adventure, Political, Great Soundtrack, Based On A Novel, Post-apocalyptic, Co-op",93.1
Speedway Challenge 20,1393930,Racing,"Racing, Arcade, 2D, Top-Down, Bikes, PvP, Artificial Intelligence, Driving, Multiplayer, Singleplayer, 4 Player Local",88.9
Spider shooting bee,1098440,Casual,Casual,66.7
Splasher,446840,"Action, Indie","Indie, Action, Platformer, Controller, Cartoon, 2D, Difficult, Singleplayer, Great Soundtrack, Funny",93.2
SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,969990,"Action, Adventure, Casual","Adventure, 3D Platformer, Cult Classic, Remake, Action, Family Friendly, Casual, Multiplayer, Cartoon, Funny, Classic, Great Soundtrack, Underwater, Singleplayer, Colorful, Comedy, Co-op, Open World, Story Rich, Souls-like",94.8
Spoorky,858080,"Action, Adventure, Casual, Indie","Action, Adventure, Indie, Casual",88.9
Spore: Creepy & Cute Parts Pack,17440,Simulation,"Simulation, Open World, Adventure, God Game, Singleplayer, Funny, Sandbox, Cute, Strategy, Character Customization, Aliens, Sci-fi, Space, Multiplayer, Action, Exploration, RPG, Family Friendly, Co-op, Horror",89.3
Spore: Galactic Adventures,24720,"Action, Simulation","Simulation, Action, Space, Adventure, Exploration, Open World, Sandbox, Singleplayer, Strategy, Sci-fi, God Game, Multiplayer, Funny, RPG, Comedy, Crafting, Character Customization, Atmospheric, Level Editor, Casual",88.2
Sprint Cars: Road to Knoxville,12590,Racing,Racing,52.5
Spud!,353790,Adventure,"Adventure, Point & Click, Funny, Classic, Comedy, Retro, Family Friendly",73.1
StarBallMadNess,673050,"Action, Casual, Indie, Simulation, Strategy, Early Access","Precision Platformer, Exploration, 3D Platformer, Puzzle-Platformer, Puzzle, Platformer, Arcade, Strategy, Action, Early Access, 3D, Third Person, Relaxing, Casual, Space, Family Friendly, Sci-fi, Atmospheric, Physics, Singleplayer",75
STARBO - The Story of Leo Cornell,774321,"Action, Adventure, Indie","Indie, Adventure, Action, Gore, Horror, Story Rich, Atmospheric, Robots, Mystery, Abstract, Singleplayer, First-Person, Exploration, Great Soundtrack, Psychological Horror, Surreal, Puzzle, Casual, Dark, Violent",61.5
Starfighter General,658480,"Action, Adventure, Casual, Free to Play, Indie, Massively Multiplayer, RPG, Simulation, Strategy","Massively Multiplayer, Sci-fi, Economy, Multiplayer, Loot, Mining, Combat, RPG, Futuristic, Arcade, Adventure, Comedy, Action RPG, Strategy, Battle Royale, Story Rich, Parody , MMORPG, Action-Adventure, Dark Comedy",91.7
Stargunner,358390,"Action, Free to Play","Action, Free to Play, Shoot 'Em Up, Arcade, 1990's, Classic",83.7
Starmind,1401080,"Action, Early Access","Bullet Hell, Rogue-lite, Top-Down Shooter, Pixel Graphics, Flight, Shooter, Space Sim, Rogue-like, 2D, Top-Down, Action, Space, Dark Fantasy, Demons, Aliens, Retro, 1980s, Combat, Singleplayer, Early Access",100
Starseed Pilgrim,230980,"Adventure, Indie","Indie, Adventure, Puzzle, Minimalist, Exploration, Puzzle-Platformer, Atmospheric, Platformer, Difficult, 2D, Singleplayer, Abstract",59.9
Star Trek,203250,"Action, Adventure","Action, Adventure, Sci-fi, Co-op, Space, Third Person, Third-Person Shooter",65.6
"Star Wars: Battlefront 2 (Classic, 2005)",6060,Action,"Action, Multiplayer, Shooter, Third-Person Shooter, Classic, Sci-fi, Space, FPS, First-Person, Singleplayer, Moddable, Third Person, Military, Co-op, Tactical, Great Soundtrack, Strategy, Adventure, Addictive, Epic",94.3
STAR WARS Jedi: Fallen Order ,1172380,"Action, Adventure","Action-Adventure, Souls-like, Third Person, Swordplay, Story Rich, Open World, Platformer, Exploration, Action, Sci-fi, Space, RPG, Metroidvania, Fighting, Puzzle, Adventure, Fantasy, Atmospheric, Hack and Slash, Family Friendly",89.6
STAR WARS: Dark Forces,32400,Action,"FPS, Action, Classic, Sci-fi, Shooter, Retro, First-Person, Singleplayer, Old School, Adventure, 1990's, Pixel Graphics, Space, Great Soundtrack, 2.5D, Nostalgia",89.3
STAR WARS: The Force Unleashed II,32500,Action,"Action, Singleplayer, Hack and Slash, Third Person, Sci-fi, Adventure, Controller, Story Rich, Fantasy, Space, RPG, Difficult, Atmospheric, Action RPG",61.8
STAR WARS: The Force Unleashed Ultimate Sith Edition,32430,Action,"Action, Singleplayer, Third Person, Hack and Slash, Sci-fi, Adventure, Story Rich, Controller, Quick-Time Events, Great Soundtrack, Beat 'em up, Platformer, Space, RPG, Multiple Endings, Classic, Difficult, Physics, Open World, Fantasy",73.5
STAR WARS: TIE Fighter Special Edition,355250,Action,"Action, Space, Space Sim, Singleplayer, Flight, Simulation, Classic",82.1
STAR WARS: X-Wing Alliance,361670,Action,"Action, Space Sim, Space, Multiplayer, Singleplayer, Flight, Simulation, Classic, Sci-fi",83.7
STAR WARS: X-Wing Special Edition,354430,"Action, Simulation","Action, Space Sim, Simulation, Singleplayer, Space, Flight, Classic, 1990's, Sci-fi",75.9
STAR WARS Empire at War: Gold Pack,32470,Strategy,"Strategy, RTS, Space, Sci-fi, Multiplayer, Singleplayer, Moddable, Mod, Tactical, War, Action, Classic, Great Soundtrack, Grand Strategy, Simulation, Co-op, 4X, Adventure, Atmospheric, Epic",97.5
STAR WARS Episode I Racer,808910,"Action, Racing","Racing, Action, Classic, Multiplayer, Sci-fi, Singleplayer, Great Soundtrack, Arcade, First-Person",87.1
STAR WARS Galactic Battlegrounds Saga,356500,"Action, Strategy","Strategy, RTS, Action, Multiplayer, Singleplayer, Classic, Sci-fi, 2D, Base-Building, Real-Time, Great Soundtrack",91.4
STAR WARS Jedi Knight: Dark Forces II,32380,Action,"Action, FPS, Classic, Sci-fi, Third Person, Singleplayer, First-Person, Multiplayer, Shooter, Space, Adventure, Great Soundtrack, FMV, Retro, 1990's",78
STAR WARS Jedi Knight: Mysteries of the Sith,32390,Action,"Action, Sci-fi, FPS, Third Person, Singleplayer, Shooter, Classic, First-Person, Female Protagonist, Adventure, Multiplayer, Retro, 1990's, Great Soundtrack",66.4
STAR WARS Jedi Knight II: Jedi Outcast,6030,Action,"Action, Classic, Sci-fi, FPS, Multiplayer, Third Person, Singleplayer, Shooter, Story Rich, Adventure, Third-Person Shooter, Cult Classic, First-Person, Great Soundtrack, Swordplay, Space, Atmospheric, Moddable, Open World",91.2
STAR WARS Knights of the Old Republic II: The Sith Lords,208580,RPG,"RPG, Story Rich, Sci-fi, Singleplayer, Classic, Choices Matter, Real-Time with Pause, Adventure, Party-Based RPG, Character Customization, Moddable, Third Person, Multiple Endings, Space, Atmospheric, Female Protagonist, Action, Turn-Based Combat, Turn-Based, Great Soundtrack",93.5
STAR WARS Rebellion,441550,Strategy,"Strategy, Grand Strategy, Classic, Sci-fi, 4X, RTS, Singleplayer, 1990's, Space",88.1
STAR WARS Republic Commando,6000,Action,"FPS, Action, Tactical, Sci-fi, Singleplayer, Shooter, First-Person, Classic, Multiplayer, Great Soundtrack, Atmospheric, Space, Epic, Adventure, Team-Based, War, Co-op, Strategy, Dark, Futuristic",95.7
STAR WARS Starfighter,32350,"Action, Simulation","Action, Simulation, Space, Sci-fi, Singleplayer, Flight, Classic",52.1
STAR WARS X-Wing vs TIE Fighter: Balance of Power Campaigns,361690,"Action, Simulation","Action, Simulation, Space, Space Sim, Multiplayer, Flight, Classic, Sci-fi",76.6
State of Decay,241540,"Action, RPG, Simulation","Zombies, Survival, Open World, Action, Post-apocalyptic, RPG, Third Person, Base-Building, Singleplayer, Sandbox, Multiplayer, Simulation, Exploration, Adventure, Horror, Third-Person Shooter, Survival Horror, Atmospheric, Co-op, Indie",84.5
STCC: The Game,8690,Racing,"Racing, Simulation",65.2
STCC II,44620,Racing,"Racing, Simulation",90
SteamDolls - Order Of Chaos - Free,1030760,"Action, Indie, Early Access","Action, Indie, Metroidvania, Gore, Nudity, Violent, Steampunk, Platformer, Singleplayer, Side Scroller, Exploration, 2D, Adventure, Atmospheric, Cyberpunk, Difficult, Story Rich, Sci-fi, Early Access, Hand-drawn",84.8
SteamWorld Dig 2,571310,"Action, Adventure, Indie","Adventure, Metroidvania, Indie, Action, Platformer, Mining, Steampunk, 2D, Female Protagonist, Singleplayer, Exploration, Great Soundtrack, Robots, Controller, Casual, Colorful, Family Friendly, Puzzle, RPG, Open World",95.8
Steel & Steam: Episode 1,310450,RPG,"RPG, RPGMaker, Steampunk, JRPG",32
Steel Eagle,733750,"Action, Indie","Action, Indie, Arcade, Shoot 'Em Up, Top-Down Shooter",100
Steel Nations,1564180,"Indie, Strategy","Strategy, Simulation, Grand Strategy, Real Time Tactics, Political Sim, 3D, Top-Down, Alternate History, Military, Diplomacy, Indie, Resource Management, Moddable, Combat, Singleplayer",33.3
Steel Storm: A.M.M.O.,251790,"Action, Early Access, Indie, RPG, Sports, Strategy","Early Access, Action, Indie, Strategy, RPG, Sports",0
Stick RPG 2,307640,RPG,"RPG, 2D, Comedy, Funny, Simulation, Singleplayer, Cartoony, Indie, Mature, Action, Cult Classic, Open World, Dark Humor, Satire, Capitalism, Memes, Adventure, Casual, Walking Simulator, Great Soundtrack",84.1
Stigmatized Property | ,1162680,"Action, Adventure, Casual, Indie, Simulation, Strategy","Indie, Adventure, Casual, Simulation, Action, Strategy, Horror, Psychological Horror, Walking Simulator, Singleplayer, Exploration, Short, Mystery, First-Person, Anime, Psychological, Puzzle, Realistic, Gore, Narration",81.7
Stock Car Extreme,273840,"Racing, Simulation, Sports","Racing, Automobile Sim, Simulation, Sports, Multiplayer, Realistic",87.4
StockUp,713100,"Casual, Indie, Simulation, Strategy","Casual, Simulation, Strategy, Management, Economy, Text-Based, Indie, Gambling, Arcade, Hand-drawn, Singleplayer",30.3
Stories Untold,558420,"Adventure, Indie","Adventure, Indie, Text-Based, Atmospheric, Horror, Psychological Horror, Singleplayer, Point & Click, 1980s, Retro, Thriller, Sci-fi, Story Rich, Puzzle, Great Soundtrack, Mystery, FMV, Walking Simulator, First-Person, Interactive Fiction",87.4
STORM: Frontline Nation,98510,Strategy,NA,NA
Storm United,332970,"Action, Indie, Massively Multiplayer, Early Access","Early Access, Action, FPS, Massively Multiplayer, Indie, Shooter, Sci-fi, Multiplayer, First-Person, Cyberpunk, Competitive",53.6
Story Of the Survivor,440950,"Action, Adventure, Indie, RPG, Simulation","Adventure, Action, RPGMaker, RPG, Indie, Survival, Simulation, Zombies, Crafting, Post-apocalyptic, Action RPG, Pixel Graphics, Anime",58.3
Stream Fighters,1177810,"Action, Casual, Indie","Indie, Action, Violent, Casual, Fighting, 2D, Funny, 2D Fighter",72.2
Street of Sanctuary VR,569390,"Action, Indie","Action, Indie, VR, VR Only",0
Struggling,1035560,"Action, Adventure, Casual, Indie","Indie, Funny, Co-op, Physics, Adventure, Psychological Horror, Local Co-Op, Local Multiplayer, Multiplayer, Co-op Campaign, Cartoony, Colorful, Dark Comedy, Action-Adventure, Platformer, Cartoon, 2D Platformer, 2D, Action, Casual",86.1
SturmFront - The Mutant War: bel Edition,501530,"Action, Indie","Action, Indie, Gore, Violent, Nudity, Sexual Content",89.1
Suli Fallen Harmony,1286640,"Adventure, Indie","Adventure, Indie, Point & Click, Puzzle, 2D",100
Sumoman,552970,"Action, Adventure, Indie","Action, Adventure, Indie, Funny, Puzzle-Platformer, Puzzle, Time Manipulation, Parkour, Difficult, Comedy, Ninja, Story Rich, Casual, Singleplayer, Experimental, Family Friendly, Anime, Atmospheric, Platformer, Colorful",80.3
Super Bit Blaster XL,865040,"Action, Casual, Indie","Action, Casual, Indie, Retro, Arcade, Local Multiplayer, Score Attack, Bullet Hell, 2D, Shoot 'Em Up, Co-op, Addictive, Replay Value, Family Friendly, Multiplayer, Fast-Paced, Singleplayer, Classic, Sci-fi, Survival",95
Super ComboMan: Smash Edition,468650,"Action, Adventure, Indie","Action, Adventure, Indie, Beat 'em up, Platformer, 2D, Action-Adventure, Arcade, Character Action Game, 2D Platformer, Side Scroller, Cartoony, Colorful, Comic Book, Hand-drawn, Stylized, 1990's, Comedy, Retro, Superhero",27.3
Super Cyborg,341550,"Action, Indie","Action, Indie, Retro, 2D, Platformer, Shooter, Pixel Graphics, Difficult, Great Soundtrack, Side Scroller, Co-op, Online Co-Op",87.5
Super Mega Baseball 3,988910,"Action, Indie, Simulation, Sports","Baseball, Sports, Arcade, PvP, Immersive Sim, Competitive, Character Customization, 3D, Controller, Action, Simulation, Stylized, 4 Player Local, Co-op, Local Co-Op, Local Multiplayer, Multiplayer, Singleplayer, Online Co-Op, Management",91.1
Super Puzzle Platformer Deluxe,238530,"Action, Casual, Indie","Indie, Action, Casual, Platformer, Puzzle, Puzzle-Platformer, Great Soundtrack, Difficult, Pixel Graphics, Local Multiplayer, Arcade",90.8
Super Sportmatchen,749860,"Action, Indie, Sports","Sports, Action, Indie, 4 Player Local, Local Multiplayer, Family Friendly, Pixel Graphics",72.2
Super Trench Attack!,311870,"Action, Indie, RPG","Action, RPG, Indie, World War I, Comedy, Singleplayer, Shooter, Isometric, Pixel Graphics, Retro, 2D, World War II, Funny, Top-Down Shooter, Anime",91.6
Supralympic Runners,840300,"Action, Indie, Racing, Sports","Action, Sports, Indie, Racing, Competitive",100
Supreme Commander 2,40100,Strategy,"Strategy, RTS, Sci-fi, Multiplayer, Base-Building, Robots, Co-op, Singleplayer, Grand Strategy, Real-Time, Action, Military, War, Tactical, Futuristic, Classic, Sandbox, Mechs, Great Soundtrack, Space",88.1
Survival Escape Room,1691760,Indie,Indie,66.7
Survive in Space,467950,"Action, Adventure, Casual, Indie, RPG","Action, Indie, Casual, RPG, Adventure, Space, Shoot 'Em Up, Bullet Hell, Anime",69
Surviving Mars,464920,"Simulation, Strategy","Colony Sim, City Builder, Strategy, Survival, Space, Base-Building, Mars, Simulation, Sci-fi, Resource Management, Singleplayer, Building, Management, Sandbox, Space Sim, Futuristic, RTS, Open World, Great Soundtrack, Moddable",84.7
Sushi Slammers,1391770,"Action, Casual, Indie","Action, Casual, Arcade, Character Action Game, Arena Shooter, 3D, Cartoon, Colorful, Cute, Comedy, Family Friendly, Funny, Pool, Survival, Physics, PvE, Singleplayer, Indie",100
Swag and Sorcery,929010,"Adventure, Indie, RPG, Simulation, Strategy","Pixel Graphics, RPG, Singleplayer, Indie, Management, Adventure, Clicker, 2D, Crafting, Comedy, Resource Management, Funny, Idler, Retro, Rogue-like, Cartoony, Rogue-lite, Colorful, Family Friendly, Fantasy",53.8
Switchcars,442210,"Action, Indie, Racing","Action Roguelike, Racing, Action, Indie, Pixel Graphics, Rogue-lite, Rogue-like, Side Scroller, Singleplayer, Driving, Aliens, Arcade, Replay Value, Procedural Generation, Runner, Sandbox, Flight, Trains, Action-Adventure, Early Access",90.4
Sword Legacy Omen,690140,"Action, Adventure, Indie, RPG, Strategy","RPG, Strategy, Indie, Turn-Based Tactics, Turn-Based Strategy, Tactical RPG, Dark Fantasy, Adventure, Story Rich, Lore-Rich, Gore, Violent, Action, Singleplayer, Fantasy, Hand-drawn, Strategy RPG, Turn-Based, Isometric, Tactical",65.5
Syberia 2,46510,Adventure,"Adventure, Point & Click, Puzzle, Female Protagonist, Story Rich, Steampunk, Atmospheric, Singleplayer, Classic, Mystery, Escape Room, Great Soundtrack, Beautiful, Third Person",86.1
Tabletop Simulator,286160,"Casual, Indie, RPG, Simulation, Strategy","Tabletop, Board Game, Simulation, Multiplayer, Sandbox, Card Game, Trading Card Game, VR, Physics, Casual, 3D, Strategy, Moddable, Wargame, Online Co-Op, Co-op, RPG, Funny, First-Person, Indie",93.8
Taekwondo Grand Prix,462590,"Action, Simulation, Sports","Sports, Action, Simulation, Martial Arts, Fighting, Multiplayer, Local Multiplayer, Singleplayer, 3D Fighter, 3D, Stylized, Combat, PvP, Character Customization, 2D Fighter, Beat 'em up",83.5
Take Over Body 2,1901900,"Casual, Indie",NA,NA
Tales from Candlekeep: Tomb of Annihilation,663380,"Adventure, RPG, Strategy","RPG, Adventure, Board Game, Dungeons & Dragons, Strategy, Turn-Based, Singleplayer, Turn-Based Strategy, Indie, Dungeon Crawler, Fantasy, Procedural Generation",69.7
Tales from the Borderlands,330830,Adventure,"Comedy, Adventure, Story Rich, Choices Matter, Singleplayer, Episodic, Point & Click, Funny, Choose Your Own Adventure, Action, Quick-Time Events, Atmospheric, Great Soundtrack, Dark Humor, Sci-fi, Memes, Female Protagonist, Visual Novel, RPG, Casual",95.2
Tales of Monkey Island: Chapter 1 - Launch of the Screaming Narwhal,31170,"Adventure, RPG","Adventure, Point & Click, Comedy, Pirates, Episodic, Puzzle, Singleplayer, Funny, Story Rich, RPG, Great Soundtrack, Classic, Cult Classic, Retro, Escape Room",88.9
Tales of Monkey Island: Chapter 2 - The Siege of Spinner Cay ,31180,"Adventure, RPG","Adventure, RPG, Point & Click, Puzzle, Great Soundtrack, Retro, Singleplayer, Remake, Cult Classic",89.5
Tales of Monkey Island: Chapter 3 - Lair of the Leviathan ,31190,"Adventure, RPG","Remake, Cult Classic, Retro, RPG, Adventure, 1990's, Point & Click, Puzzle, Great Soundtrack, Singleplayer",91.7
Tales of Monkey Island: Chapter 4 - The Trial and Execution of Guybrush Threepwood ,31200,"Adventure, RPG","Adventure, RPG, Point & Click, Puzzle, Great Soundtrack, Retro, Singleplayer, Remake, Cult Classic, 1990's",80
Tales of Monkey Island: Chapter 5 - Rise of the Pirate God,31210,"Adventure, RPG","Adventure, RPG, Point & Click, Puzzle, Great Soundtrack, Retro, Singleplayer, Remake, 1990's, Cult Classic",88.7
Tales of Zestiria,351970,RPG,"JRPG, Anime, RPG, Fantasy, Story Rich, Open World, Action RPG, Adventure, Great Soundtrack, Singleplayer, Action, Co-op, Multiplayer, Action-Adventure, Local Co-Op, Atmospheric, Cute, Hack and Slash, Third Person, Character Customization",81.6
Tank Nova,1098360,"Action, Adventure, Casual, Simulation, Early Access","Action, Early Access, Casual, Adventure, Simulation, Sci-fi, Tanks, Aliens, Fast-Paced, Shooter",100
Tanks2.DE,660830,"Action, Free to Play, Massively Multiplayer, Strategy, Early Access","Action, Strategy, Free to Play, Massively Multiplayer, Early Access, Tanks",64
Tank Slam,782460,"Action, Casual, Indie","Action, Indie, Casual",61.1
TD Heroes,1168290,"Casual, Indie, Strategy, Early Access","Indie, Early Access, Casual, Strategy, Tower Defense, Tactical, Difficult, Military, Singleplayer, Cartoony, Resource Management",67.7
